"011002","北海道札幌市","発行可能","20211220"
"012025","北海道函館市","発行可能","20211220"
"012033","北海道小樽市","発行可能","20211220"
"012041","北海道旭川市","発行可能","20211220"
"012050","北海道室蘭市","発行可能","20211220"
"012068","北海道釧路市","発行可能","20211220"
"012076","北海道帯広市","発行可能","20211220"
"012084","北海道北見市","発行可能","20211220"
"012092","北海道夕張市","発行可能","20211220"
"012106","北海道岩見沢市","発行可能","20211220"
"012114","北海道網走市","発行可能","20211220"
"012122","北海道留萌市","発行可能","20211220"
"012131","北海道苫小牧市","発行可能","20211220"
"012149","北海道稚内市","発行可能","20211220"
"012157","北海道美唄市","発行可能","20211220"
"012165","北海道芦別市","発行可能","20211220"
"012173","北海道江別市","発行可能","20211220"
"012181","北海道赤平市","発行可能","20211220"
"012190","北海道紋別市","発行可能","20211220"
"012203","北海道士別市","発行可能","20211220"
"012211","北海道名寄市","発行可能","20211220"
"012220","北海道三笠市","発行可能","20211220"
"012238","北海道根室市","発行可能","20211220"
"012246","北海道千歳市","発行可能","20211220"
"012254","北海道滝川市","発行可能","20211220"
"012262","北海道砂川市","発行可能","20211220"
"012271","北海道歌志内市","発行可能","20211220"
"012289","北海道深川市","発行可能","20211220"
"012297","北海道富良野市","発行可能","20211220"
"012301","北海道登別市","発行可能","20211220"
"012319","北海道恵庭市","発行可能","20211220"
"012335","北海道伊達市","発行可能","20211220"
"012343","北海道北広島市","発行可能","20211220"
"012351","北海道石狩市","発行可能","20211220"
"012360","北海道北斗市","発行可能","20211220"
"013030","北海道当別町","発行可能","20211220"
"013048","北海道新篠津村","発行可能","20211220"
"013315","北海道松前町","発行可能","20211220"
"013323","北海道福島町","発行可能","20211220"
"013331","北海道知内町","発行可能","20211220"
"013340","北海道木古内町","発行可能","20211220"
"013374","北海道七飯町","発行可能","20211220"
"013439","北海道鹿部町","発行可能","20211220"
"013455","北海道森町","発行可能","20211220"
"013463","北海道八雲町","発行可能","20211220"
"013471","北海道長万部町","発行可能","20211220"
"013617","北海道江差町","発行可能","20211220"
"013625","北海道上ノ国町","発行可能","20211220"
"013633","北海道厚沢部町","発行可能","20211220"
"013641","北海道乙部町","発行可能","20211220"
"013676","北海道奥尻町","発行可能","20211220"
"013706","北海道今金町","発行可能","20211220"
"013714","北海道せたな町","状況確認中","20211220"
"013919","北海道島牧村","状況確認中","20211220"
"013927","北海道寿都町","発行可能","20211220"
"013935","北海道黒松内町","発行可能","20211220"
"013943","北海道蘭越町","発行可能","20211220"
"013951","北海道ニセコ町","発行可能","20211220"
"013960","北海道真狩村","発行可能","20211220"
"013978","北海道留寿都村","発行可能","20211220"
"013986","北海道喜茂別町","発行可能","20211220"
"013994","北海道京極町","発行可能","20211220"
"014001","北海道倶知安町","発行可能","20211220"
"014010","北海道共和町","発行可能","20211220"
"014028","北海道岩内町","発行可能","20211220"
"014036","北海道泊村","発行可能","20211220"
"014044","北海道神恵内村","発行可能","20211220"
"014052","北海道積丹町","発行可能","20211220"
"014061","北海道古平町","発行可能","20211220"
"014079","北海道仁木町","発行可能","20211220"
"014087","北海道余市町","発行可能","20211220"
"014095","北海道赤井川村","発行可能","20211220"
"014231","北海道南幌町","発行可能","20211220"
"014249","北海道奈井江町","発行可能","20211220"
"014257","北海道上砂川町","発行可能","20211220"
"014273","北海道由仁町","発行可能","20211220"
"014281","北海道長沼町","発行可能","20211220"
"014290","北海道栗山町","発行可能","20211220"
"014303","北海道月形町","発行可能","20211220"
"014311","北海道浦臼町","発行可能","20211220"
"014320","北海道新十津川町","発行可能","20211220"
"014338","北海道妹背牛町","発行可能","20211220"
"014346","北海道秩父別町","発行可能","20211220"
"014362","北海道雨竜町","発行可能","20211220"
"014371","北海道北竜町","発行可能","20211220"
"014389","北海道沼田町","発行可能","20211220"
"014524","北海道鷹栖町","発行可能","20211220"
"014532","北海道東神楽町","発行可能","20211220"
"014541","北海道当麻町","発行可能","20211220"
"014559","北海道比布町","発行可能","20211220"
"014567","北海道愛別町","発行可能","20211220"
"014575","北海道上川町","発行可能","20211220"
"014583","北海道東川町","発行可能","20211220"
"014591","北海道美瑛町","発行可能","20211220"
"014605","北海道上富良野町","発行可能","20211220"
"014613","北海道中富良野町","発行可能","20211220"
"014621","北海道南富良野町","発行可能","20211220"
"014630","北海道占冠村","発行可能","20211220"
"014648","北海道和寒町","発行可能","20211220"
"014656","北海道剣淵町","発行可能","20211220"
"014681","北海道下川町","発行可能","20211220"
"014699","北海道美深町","発行可能","20211220"
"014702","北海道音威子府村","発行可能","20211220"
"014711","北海道中川町","発行可能","20211220"
"014729","北海道幌加内町","発行可能","20211220"
"014818","北海道増毛町","発行可能","20211220"
"014826","北海道小平町","発行可能","20211220"
"014834","北海道苫前町","発行可能","20211220"
"014842","北海道羽幌町","発行可能","20211220"
"014851","北海道初山別村","発行可能","20211220"
"014869","北海道遠別町","発行可能","20211220"
"014877","北海道天塩町","発行可能","20211220"
"015113","北海道猿払村","発行可能","20211220"
